,drug_id,smiles
212,CID000152945,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C
213,CID000003404,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
214,CID000003324,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
215,CID000003325,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
216,CID000004900,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
217,CID000004856,CN1C(=C(NC2=CC=CC=N2)O)C(=O)C3=CC=CC=C3S1(=O)=O
218,CID000122316,C#CCNC1CCC2=CC=CC=C12
219,CID000004054,CC12CC3CC(C1)(CC(C3)(C2)N)C
220,CID000003255,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
221,CID000005077,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
222,CID000005095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
223,CID000003878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
224,CID000004058,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
225,CID000002244,CC(=O)OC1=CC=CC=C1C(=O)O
226,CID000054374,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O
227,CID000060843,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)O)C(=O)O
228,CID000160051,CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-]
229,CID000002771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
230,CID000005735,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
231,CID000003279,CCC(CO)NCCNC(CC)CO
232,CID005311039,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)NCCN)O
233,CID000004253,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
234,CID000004497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
235,CID004659568,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
236,CID000005732,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
237,CID000004499,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
238,CID000062924,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F
239,CID000000453,C(C(C(C(C(CO)O)O)O)O)O
240,CID000000159,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O
241,CID000005035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
242,CID000163742,COC1C(C(C(C(O1)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)COS(=O)(=O)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C(C(O5)COS(=O)(=O)O)O)O)NS(=O)(=O)O)O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O)NS(=O)(=O)O
243,CID000003419,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)[O-])C3CCCCC3
244,CID000443871,CC(C)C1CCCC(C1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
245,CID000002800,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
246,CID000002806,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
247,CID000005379,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F
248,CID000054688,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
249,CID000012536,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)C
250,CID000123606,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3
251,CID000004463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
252,CID000005487,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
253,CID000036811,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
254,CID000005734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
255,CID000003463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
256,CID000004583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
257,CID000000598,C(CS(=O)(=O)O)S
258,CID000002284,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
259,CID000005029,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
260,CID000003639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
261,CID003085017,C=CCN.C1C(O1)CCl
262,CID005281104,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
263,CID000004829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
264,CID000003385,C1=C(C(=O)NC(=O)N1)F
265,CID000060198,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C
266,CID000005195,CC(CC1=CC=CC=C1)N(C)CC#C
267,CID000003203,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
268,CID000003877,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
269,CID000003954,CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
270,CID000002153,CN1C2=C(C(=O)N(C1=O)C)NC=N2
271,CID000077993,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
272,CID000002732,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
273,CID000005155,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
274,CID000005152,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
275,CID003468412,CC1C=CC=CCCC=CC=CC=CC=CC(CC(C(C(CC(=O)CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)C(=O)O)O)OC2C(C(C(C(O2)C)O)N)O
276,CID000005645,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
277,CID000071616,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
278,CID000074989,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O
279,CID000003676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
280,CID000003367,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N
281,CID000003672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
282,CID000003734,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O
283,CID000003736,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I
284,CID000003730,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
285,CID000002726,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
286,CID000003393,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
287,CID000004999,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F
288,CID005329102,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
289,CID000004547,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
290,CID000004691,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
291,CID000002471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
292,CID000003305,CC(O)(P(=O)(O)O)P(=O)(O)O
293,CID000002631,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-]
294,CID000003410,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
295,CID000003449,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
296,CID000002083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
297,CID000001690,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)[NH3+])O
298,CID000005731,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
299,CID000004046,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
300,CID000001972,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
301,CID000002171,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
302,CID000003403,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
303,CID000005746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
304,CID000005978,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
305,CID000000444,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
306,CID000153941,C=C1C(CC(C1CO)O)N2C=NC3=C2NC(=NC3=O)N
307,CID000004075,C1=CC(=C(C=C1N)C(=O)O)O
308,CID000003675,C1=CC=C(C=C1)CCNN
309,CID000004585,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
310,CID000005078,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
311,CID000041693,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
312,CID000041781,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
313,CID000003869,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
314,CID000005372,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
315,CID000003961,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
316,CID000213039,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
317,CID000004991,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
318,CID000004091,CN(C)C(=N)N=C(N)N
319,CID000005496,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
320,CID000001117,[O-]S(=O)(=O)[O-]
321,CID000005076,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
322,CID000003962,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
323,CID000003355,C1CCNC(C1)C[NH2+]C(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
324,CID000002719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
325,CID000002712,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O
326,CID000002713,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl
327,CID000657298,CCCC1=CC(=O)NC(=S)N1
328,CID000091270,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC
329,CID000004200,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=O)C(=C(N)O)C1=O)O)O)O)N(C)C
330,CID000005412,CC1(C2CC3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O
331,CID000042113,C(C(F)(F)F)(OC(F)F)F
332,CID000003108,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
333,CID000002250,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
334,CID000170361,C1C2CNCC1C3=CC4=NC=CN=C4C=C23
335,CID000002265,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
336,CID000002801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
337,CID000034312,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
338,CID000072054,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
339,CID000002749,CC1=CC(=O)N(C(=C1)C2CCCCC2)O
340,CID000004168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
341,CID000002720,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
342,CID000154059,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5
343,CID000005394,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
344,CID000004634,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
345,CID000002764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
346,CID000000942,CN1CCCC1C2=CN=CC=C2
347,CID000002160,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
348,CID000004211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
349,CID000004170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
350,CID000004171,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
351,CID000002550,CC(CS)C(=O)N1CCCC1C(=O)O
352,CID000004885,CCCNC1CCC2=C(C1)SC(=N2)N
353,CID000004616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
354,CID000004614,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
355,CID000003042,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
356,CID000005212,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
357,CID000004609,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
358,CID000054547,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
359,CID000001206,CC(CC1=CC=CC=C1)NC
360,CID000004603,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC
361,CID005487301,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO
362,CID000047725,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
363,CID000125017,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
364,CID000004138,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
365,CID000005719,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
366,CID000005514,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
367,CID000003394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
368,CID000002311,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O
369,CID000003148,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54
370,CID000147912,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
371,CID000001775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
372,CID000003767,C1=CN=CC=C1C(=O)NN
373,CID000002658,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)[O-]
374,CID000000861,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
375,CID000002462,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C
376,CID000125889,CC(C)CC(CC(=O)O)CN
377,CID000104741,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
378,CID000056339,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3
379,CID000003032,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl
380,CID000002187,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
381,CID000002267,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
382,CID000001546,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O
383,CID000002249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
384,CID005311082,C1CC2C(=O)NC3CSSCCC(=O)N(C3=O)C(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC4=CNC5=CC=CC=C54)CC(=O)O)CCCCN=C(N)N
385,CID000003488,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
386,CID003002190,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C
387,CID000002951,C1C(=NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-]
388,CID000004740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
389,CID000005253,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
390,CID000003249,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
391,CID000003690,C1CN(P(=O)(OC1)NCCCl)CCCl
392,CID000005572,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
393,CID000002955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
394,CID000002818,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
395,CID000003379,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
396,CID000004911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
397,CID000005408,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
398,CID000002895,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
399,CID000068740,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
400,CID000008953,C(=O)(O)[O-].[Na+]
401,CID000051263,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC
402,CID000002435,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
403,CID000002812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
404,CID000002524,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
405,CID000003706,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5
406,CID000060871,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C
407,CID000004943,CC(C)C1=C(C(=CC=C1)C(C)C)O
408,CID000003478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
409,CID000005578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
410,CID000060815,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
411,CID000005401,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
412,CID000003652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
413,CID000000581,CC(=O)NC(CS)C(=O)O
414,CID000068844,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
415,CID005282226,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O
416,CID000004409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
417,CID000004812,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
418,CID000002733,C1=CC2=C(C=C1Cl)NC(=O)O2
419,CID000003310,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
420,CID000005184,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
421,CID000005073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
422,CID000003350,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
423,CID000093860,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
424,CID000064147,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1NC(=NC2=O)N)N
425,CID000003658,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
426,CID006918453,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
427,CID005493381,C1=CC(=C2NC(=C3C=CC=CC3=O)N(N2)C4=CC=C(C=C4)C(=O)O)C(=O)C=C1
428,CID000005291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
429,CID000150311,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O
430,CID000002978,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O
431,CID000003339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
