,drug_id,smiles
432,CID000002476,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O
433,CID000002308,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C
434,CID000000143,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
435,CID000000937,C1=CC(=CN=C1)C(=O)[O-]
436,CID000002786,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl
437,CID000005402,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
438,CID000057537,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O
439,CID000001071,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
440,CID000004513,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
441,CID000005596,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
442,CID000016231,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
443,CID004479097,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co]
444,CID000054808,CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl
445,CID000000191,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
446,CID000002477,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
447,CID000003066,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
448,CID000003008,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
449,CID000060754,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3]
450,CID000002676,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O
451,CID000151165,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F
452,CID000054841,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
453,CID000004675,CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C
454,CID000003168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
455,CID000003476,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
456,CID000004536,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
457,CID000004873,[Cl-].[K+]
458,CID000004205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
459,CID000005002,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
460,CID000002474,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
461,CID000003121,CCCC(CCC)C(=O)O
462,CID000004730,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C
463,CID000004845,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O
464,CID000003467,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
465,CID000000815,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
466,CID000003763,C(C(F)(F)F)(OC(F)F)Cl
467,CID000004236,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
468,CID005282044,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(N)O)C(=O)C4(C(=O)C3=C(C2=C1O)O)O)N(C)C)N(C)C
469,CID000504578,C1CC(C(C(C1N)O)OC2C(C(C(O2)CO)OC3C(C(C(C(O3)CN)O)O)N)O)OC4CC(C(C(C4N)O)O)CN
470,CID005362070,C1=CC(=CC=C1C(=O)NCCC(=O)O)NN=C2C=CC(=O)C(=C2)C(=O)O
471,CID000003902,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
472,CID000003780,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
473,CID000065027,CCCC1(CC(=O)C(=C(O1)O)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)CCC4=CC=CC=C4
474,CID005362420,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C
475,CID000056959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
476,CID000444013,COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
477,CID000009052,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(OC3=CC=CC=C3C2=O)O
478,CID000002269,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
479,CID000110635,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
480,CID000004044,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
481,CID000005472,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
482,CID000001971,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO
483,CID000005426,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
484,CID000003454,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N
485,CID000004449,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
486,CID000072467,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
487,CID000005454,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
488,CID000003642,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO
489,CID000001046,C1=CN=C(C=N1)C(=O)N
490,CID000001983,CC(=O)NC1=CC=C(C=C1)O
491,CID000131536,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N
492,CID000004178,CC1=C(C(=CC=C1)C)OCC(C)N
493,CID000003198,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
494,CID000003928,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O
495,CID000004542,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
496,CID005311027,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
497,CID000002142,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
498,CID000508230,CC1=C2COC(=O)C2=C(C(=C1OC)CC(=O)O)O
499,CID000110634,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
500,CID000024486,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2]
501,CID000004674,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
502,CID000004828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
503,CID000004428,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
504,CID000004064,CCCC(C)(COC(=O)N)COC(=O)N
505,CID000047320,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
506,CID000071158,CC(=O)NCCCS(=O)(=O)O
507,CID000002949,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5
508,CID000001978,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
509,CID000000158,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
510,CID000005771,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
511,CID000003461,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
512,CID000004993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
513,CID000054786,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
514,CID000000564,C(CCC(=O)O)CCN
515,CID000003724,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
516,CID000176168,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].O.[La+3].[La+3]
517,CID000004095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
518,CID000004440,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
519,CID000060184,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
520,CID000024011,S=[Se]
521,CID000148211,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5
522,CID000000085,C[N+](C)(C)CC(CC(=O)O)O
523,CID000003702,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
524,CID000013342,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
525,CID000004834,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-]
526,CID000005466,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
527,CID000002099,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C
528,CID000123631,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
529,CID000002375,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
530,CID000003117,CCN(CC)C(=S)SSC(=S)N(CC)CC
531,CID000002646,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O
532,CID000002512,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C
533,CID000003114,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
534,CID000003414,C(=O)([O-])P(=O)([O-])[O-]
535,CID000003059,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
536,CID000148192,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC
537,CID003062316,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
538,CID000002995,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
539,CID000005878,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C
540,CID000002141,C(CN)CNCCSP(=O)(O)O
541,CID000005381,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
542,CID000004771,CC(C)(CC1=CC=CC=C1)N
543,CID000060787,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
544,CID000060877,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F
545,CID000003827,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
546,CID000003821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl
547,CID000002130,C1C2CC3CC1CC(C2)(C3)N
548,CID000005453,C1CN1P(=S)(N2CC2)N3CC3
549,CID000003373,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
550,CID000003372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
551,CID000002519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
552,CID000041317,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC
553,CID000115237,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
554,CID000005352,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
555,CID000003040,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-]
556,CID000197712,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
557,CID000060164,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5
558,CID000004748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
559,CID000004745,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC
560,CID000002478,CS(=O)(=O)OCCCCOS(=O)(=O)C
561,CID000003278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
562,CID000002622,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
563,CID000003741,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
564,CID000002610,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O
565,CID000004819,CCC1C(COC1=O)CC2=CN=CN2C
566,CID000005593,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
567,CID000003914,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O
568,CID000003784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
569,CID000014888,[O-2].[O-2].[O-2].[As+3].[As+3]
570,CID000002708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
571,CID000003397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
572,CID006436173,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
573,CID000000119,C(CC(=O)O)CN
574,CID001349907,CN1C=CNC1=S
575,CID000004053,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl
576,CID000060612,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C
577,CID000003964,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
578,CID000004425,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
579,CID000002274,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
580,CID000150310,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC
581,CID000005525,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
582,CID000004727,CC(C)(C(C(=O)O)N)S
583,CID000003384,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
584,CID000002973,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
585,CID000003494,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
586,CID000002349,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
587,CID000002283,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN)CCCCNC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4
588,CID006435110,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C.CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)OC1C(C)C
589,CID000005297,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
590,CID000005515,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
591,CID000048175,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl
592,CID000002637,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3
593,CID000027991,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
594,CID000002177,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
595,CID000060696,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C
596,CID000004739,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
597,CID000077992,CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N
598,CID000002019,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
599,CID004659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
600,CID000004607,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-]
601,CID000005052,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
602,CID000119182,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N
603,CID000005215,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
604,CID000005486,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O
605,CID000145068,[N]=O
606,CID000003637,C1=CC=C2C(=C1)C=NN=C2NN
607,CID000072938,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F
608,CID000003382,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
609,CID000004140,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
610,CID000004195,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
611,CID000002215,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
612,CID000000298,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
613,CID000444033,CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6
614,CID000082146,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
615,CID000004932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
616,CID000002266,C(CCCC(=O)O)CCCC(=O)O
617,CID000002369,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
618,CID000002232,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
619,CID005473385,C1=NC2C(=N1)NC(=NC2=S)N
620,CID000003291,CCC1(CC(=O)NC1=O)C
621,CID000002725,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
622,CID000002675,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O
623,CID000004645,CC1(C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O)O
624,CID000004913,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
625,CID000001134,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
626,CID000071273,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
627,CID000003562,C(C(F)(F)F)(Cl)Br
628,CID000002551,C[N+](C)(C)CCOC(=O)N
629,CID000002727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl
630,CID000002673,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O
631,CID000002370,CC(C[N+](C)(C)C)OC(=O)N
632,CID000039860,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O
633,CID000005721,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
634,CID000012620,CCCCCCCCCCCCCCCCCCCCCCO
635,CID000040976,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
636,CID000005070,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
637,CID000051634,CCCCN1CC(C(C(C1CO)O)O)O
638,CID000003381,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
639,CID000002170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
640,CID003086258,CCC1=C2C=C3C(=C(C(=CC4=NC(=CC5=NC(=CC(=C1C)N2)C(=C5CCC(=O)O)C)C(=C4C)CCC(=O)O)N3)C(C)O)C
641,CID009571074,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
642,CID000004011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
643,CID000002182,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31
644,CID000005482,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
